"","stop_words"
"3440","dabei"
"3441","dadurch"
"3442","dafür"
"3443","dagegen"
"3444","daher"
"3445","dahin"
"3446","dahinter"
"3447","damals"
"3448","damit"
"3449","danach"
"3450","daneben"
"3451","dank"
"3452","dann"
"3453","daran"
"3454","darauf"
"3455","daraus"
"3456","darf"
"3457","darfst"
"3458","darin"
"3459","darum"
"3460","darunter"
"3461","darüber"
"3462","das"
"3463","dasein"
"3464","daselbst"
"3465","dass"
"3466","dasselbe"
"3467","davon"
"3468","davor"
"3469","dazu"
"3470","dazwischen"
"3471","daß"
"3472","dein"
"3473","deine"
"3474","deinem"
"3475","deinen"
"3476","deiner"
"3477","deines"
"3478","dem"
"3479","dementsprechend"
"3480","demgegenüber"
"3481","demgemäss"
"3482","demgemäß"
"3483","demselben"
"3484","demzufolge"
"3485","den"
"3486","denen"
"3487","denn"
"3488","denselben"
"3489","der"
"3490","deren"
"3491","derer"
"3492","derjenige"
"3493","derjenigen"
"3494","dermassen"
"3495","dermaßen"
"3496","derselbe"
"3497","derselben"
"3498","des"
"3499","deshalb"
"3500","desselben"
"3501","dessen"
"3502","deswegen"
"3503","dich"
"3504","die"
"3505","diejenige"
"3506","diejenigen"
"3507","dies"
"3508","diese"
"3509","dieselbe"
"3510","dieselben"
"3511","diesem"
"3512","diesen"
"3513","dieser"
"3514","dieses"
"3515","dir"
"3516","doch"
"3517","dort"
"3518","drei"
"3519","drin"
"3520","dritte"
"3521","dritten"
"3522","dritter"
"3523","drittes"
"3524","du"
"3525","durch"
"3526","durchaus"
"3527","durfte"
"3528","durften"
"3529","dürfen"
"3530","dürft"
"3531","e"
"3532","eben"
"3533","ebenso"
"3534","ehrlich"
"3535","ei"
"3536","ei,"
"3537","eigen"
"3538","eigene"
"3539","eigenen"
"3540","eigener"
"3541","eigenes"
"3542","ein"
"3543","einander"
"3544","eine"
"3545","einem"
"3546","einen"
"3547","einer"
"3548","eines"
"3549","einig"
"3550","einige"
"3551","einigem"
"3552","einigen"
"3553","einiger"
"3554","einiges"
"3555","einmal"
"3556","eins"
"3557","elf"
"3558","en"
"3559","ende"
"3560","endlich"
"3561","entweder"
"3562","er"
"3563","ernst"
"3564","erst"
"3565","erste"
"3566","ersten"
"3567","erster"
"3568","erstes"
"3569","es"
"3570","etwa"
"3571","etwas"
"3572","euch"
"3573","euer"
"3574","eure"
"3575","eurem"
"3576","euren"
"3577","eurer"
"3578","eures"
"3579","f"
"3580","folgende"
"3581","früher"
"3582","fünf"
"3583","fünfte"
"3584","fünften"
"3585","fünfter"
"3586","fünftes"
"3587","für"
"3588","g"
"3589","gab"
"3590","ganz"
"3591","ganze"
"3592","ganzen"
"3593","ganzer"
"3594","ganzes"
"3595","gar"
"3596","gedurft"
"3597","gegen"
"3598","gegenüber"
"3599","gehabt"
"3600","gehen"
"3601","geht"
"3602","gekannt"
"3603","gekonnt"
"3604","gemacht"
"3605","gemocht"
"3606","gemusst"
"3607","genug"
"3608","gerade"
"3609","gern"
"3610","gesagt"
"3611","geschweige"
"3612","gewesen"
"3613","gewollt"
"3614","geworden"
"3615","gibt"
"3616","ging"
"3617","gleich"
"3618","gott"
"3619","gross"
"3620","grosse"
"3621","grossen"
"3622","grosser"
"3623","grosses"
"3624","groß"
"3625","große"
"3626","großen"
"3627","großer"
"3628","großes"
"3629","gut"
"3630","gute"
"3631","guter"
"3632","gutes"
"3633","h"
"3634","hab"
"3635","habe"
"3636","haben"
"3637","habt"
"3638","hast"
"3639","hat"
"3640","hatte"
"3641","hatten"
"3642","hattest"
"3643","hattet"
"3644","heisst"
"3645","her"
"3646","heute"
"3647","hier"
"3648","hin"
"3649","hinter"
"3650","hoch"
"3651","hätte"
"3652","hätten"
"3653","i"
"3654","ich"
"3655","ihm"
"3656","ihn"
"3657","ihnen"
"3658","ihr"
"3659","ihre"
"3660","ihrem"
"3661","ihren"
"3662","ihrer"
"3663","ihres"
"3664","im"
"3665","immer"
"3666","in"
"3667","indem"
"3668","infolgedessen"
"3669","ins"
"3670","irgend"
"3671","ist"
"3672","j"
"3673","ja"
"3674","jahr"
"3675","jahre"
"3676","jahren"
"3677","je"
"3678","jede"
"3679","jedem"
"3680","jeden"
"3681","jeder"
"3682","jedermann"
"3683","jedermanns"
"3684","jedes"
"3685","jedoch"
"3686","jemand"
"3687","jemandem"
"3688","jemanden"
"3689","jene"
"3690","jenem"
"3691","jenen"
"3692","jener"
"3693","jenes"
"3694","jetzt"
"3695","k"
"3696","kam"
"3697","kann"
"3698","kannst"
"3699","kaum"
"3700","kein"
"3701","keine"
"3702","keinem"
"3703","keinen"
"3704","keiner"
"3705","keines"
"3706","kleine"
"3707","kleinen"
"3708","kleiner"
"3709","kleines"
"3710","kommen"
"3711","kommt"
"3712","konnte"
"3713","konnten"
"3714","kurz"
"3715","können"
"3716","könnt"
"3717","könnte"
"3718","l"
"3719","lang"
"3720","lange"
"3721","leicht"
"3722","leide"
"3723","lieber"
"3724","los"
"3725","m"
"3726","machen"
"3727","macht"
"3728","machte"
"3729","mag"
"3730","magst"
"3731","mahn"
"3732","mal"
"3733","man"
"3734","manche"
"3735","manchem"
"3736","manchen"
"3737","mancher"
"3738","manches"
"3739","mann"
"3740","mehr"
"3741","mein"
"3742","meine"
"3743","meinem"
"3744","meinen"
"3745","meiner"
"3746","meines"
"3747","mensch"
"3748","menschen"
"3749","mich"
"3750","mir"
"3751","mit"
"3752","mittel"
"3753","mochte"
"3754","mochten"
"3755","morgen"
"3756","muss"
"3757","musst"
"3758","musste"
"3759","mussten"
"3760","muß"
"3761","mußt"
"3762","möchte"
"3763","mögen"
"3764","möglich"
"3765","mögt"
"3766","müssen"
"3767","müsst"
"3768","müßt"
"3769","n"
"3770","na"
"3771","nach"
"3772","nachdem"
"3773","nahm"
"3774","natürlich"
"3775","neben"
"3776","nein"
"3777","neue"
"3778","neuen"
"3779","neun"
"3780","neunte"
"3781","neunten"
"3782","neunter"
"3783","neuntes"
"3784","nicht"
"3785","nichts"
"3786","nie"
"3787","niemand"
"3788","niemandem"
"3789","niemanden"
"3790","noch"
"3791","nun"
"3792","nur"
"3793","o"
"3794","ob"
"3795","oben"
"3796","oder"
"3797","offen"
"3798","oft"
"3799","ohne"
"3800","ordnung"
"3801","p"
"3802","q"
"3803","r"
"3804","recht"
"3805","rechte"
"3806","rechten"
"3807","rechter"
"3808","rechtes"
"3809","richtig"
"3810","rund"
"3811","s"
"3812","sa"
"3813","sache"
"3814","sagt"
"3815","sagte"
"3816","sah"
"3817","satt"
"3818","schlecht"
"3819","schluss"
"3820","schon"
"3821","sechs"
"3822","sechste"
"3823","sechsten"
"3824","sechster"
"3825","sechstes"
"3826","sehr"
"3827","sei"
"3828","seid"
"3829","seien"
"3830","sein"
"3831","seine"
"3832","seinem"
"3833","seinen"
"3834","seiner"
"3835","seines"
"3836","seit"
"3837","seitdem"
"3838","selbst"
"3839","sich"
"3840","sie"
"3841","sieben"
"3842","siebente"
"3843","siebenten"
"3844","siebenter"
"3845","siebentes"
"3846","sind"
"3847","so"
"3848","solang"
"3849","solche"
"3850","solchem"
"3851","solchen"
"3852","solcher"
"3853","solches"
"3854","soll"
"3855","sollen"
"3856","sollst"
"3857","sollt"
"3858","sollte"
"3859","sollten"
"3860","sondern"
"3861","sonst"
"3862","soweit"
"3863","sowie"
"3864","später"
"3865","startseite"
"3866","statt"
"3867","steht"
"3868","suche"
"3869","t"
"3870","tag"
"3871","tage"
"3872","tagen"
"3873","tat"
"3874","teil"
"3875","tel"
"3876","tritt"
"3877","trotzdem"
"3878","tun"
"3879","u"
"3880","uhr"
"3881","um"
"3882","und"
"3883","und?"
"3884","uns"
"3885","unse"
"3886","unsem"
"3887","unsen"
"3888","unser"
"3889","unsere"
"3890","unserer"
"3891","unses"
"3892","unter"
"3893","v"
"3894","vergangenen"
"3895","viel"
"3896","viele"
"3897","vielem"
"3898","vielen"
"3899","vielleicht"
"3900","vier"
"3901","vierte"
"3902","vierten"
"3903","vierter"
"3904","viertes"
"3905","vom"
"3906","von"
"3907","vor"
"3908","w"
"3909","wahr?"
"3910","wann"
"3911","war"
"3912","waren"
"3913","warst"
"3914","wart"
"3915","warum"
"3916","was"
"3917","weg"
"3918","wegen"
"3919","weil"
"3920","weit"
"3921","weiter"
"3922","weitere"
"3923","weiteren"
"3924","weiteres"
"3925","welche"
"3926","welchem"
"3927","welchen"
"3928","welcher"
"3929","welches"
"3930","wem"
"3931","wen"
"3932","wenig"
"3933","wenige"
"3934","weniger"
"3935","weniges"
"3936","wenigstens"
"3937","wenn"
"3938","wer"
"3939","werde"
"3940","werden"
"3941","werdet"
"3942","weshalb"
"3943","wessen"
"3944","wie"
"3945","wieder"
"3946","wieso"
"3947","will"
"3948","willst"
"3949","wir"
"3950","wird"
"3951","wirklich"
"3952","wirst"
"3953","wissen"
"3954","wo"
"3955","woher"
"3956","wohin"
"3957","wohl"
"3958","wollen"
"3959","wollt"
"3960","wollte"
"3961","wollten"
"3962","worden"
"3963","wurde"
"3964","wurden"
"3965","während"
"3966","währenddem"
"3967","währenddessen"
"3968","wäre"
"3969","würde"
"3970","würden"
"3971","x"
"3972","y"
"3973","z"
"3974","z.b"
"3975","zehn"
"3976","zehnte"
"3977","zehnten"
"3978","zehnter"
"3979","zehntes"
"3980","zeit"
"3981","zu"
"3982","zuerst"
"3983","zugleich"
"3984","zum"
"3985","zunächst"
"3986","zur"
"3987","zurück"
"3988","zusammen"
"3989","zwanzig"
"3990","zwar"
"3991","zwei"
"3992","zweite"
"3993","zweiten"
"3994","zweiter"
"3995","zweites"
"3996","zwischen"
"3997","zwölf"
"3998","über"
"3999","überhaupt"
"4000","übrigens"
